source_modality,target_modality,split,evaluation_scope,shared_group,shared_only,count,forward_top1_mean,forward_top1_std,forward_top1_min,forward_top1_max,forward_top5_mean,forward_top5_std,forward_top5_min,forward_top5_max,forward_two_way_mean,forward_two_way_std,forward_two_way_min,forward_two_way_max,forward_normalized_two_way_mean,forward_normalized_two_way_std,forward_normalized_two_way_min,forward_normalized_two_way_max,forward_normalized_two_way_full_mean,forward_normalized_two_way_full_std,forward_normalized_two_way_full_min,forward_normalized_two_way_full_max,reverse_top1_mean,reverse_top1_std,reverse_top1_min,reverse_top1_max,reverse_top5_mean,reverse_top5_std,reverse_top5_min,reverse_top5_max,reverse_two_way_mean,reverse_two_way_std,reverse_two_way_min,reverse_two_way_max,reverse_normalized_two_way_mean,reverse_normalized_two_way_std,reverse_normalized_two_way_min,reverse_normalized_two_way_max,reverse_normalized_two_way_full_mean,reverse_normalized_two_way_full_std,reverse_normalized_two_way_full_min,reverse_normalized_two_way_full_max
eeg,meg,test,pair,shared-eeg-meg,True,40,2.4625,1.5182,0.5,7.5,10.9125,4.763,4.5,23.0,72.67,5.9831,64.43,83.17,0.943,0.0348,0.8693,1.0148,nan,nan,nan,nan,2.8875,1.7084,0.5,7.5,11.1375,4.5401,4.5,22.0,72.733,6.0603,63.34,83.24,0.8449,0.0701,0.7181,0.9667,nan,nan,nan,nan
