source_modality,target_modality,split,evaluation_scope,shared_group,shared_only,count,forward_top1_mean,forward_top1_std,forward_top1_min,forward_top1_max,forward_top5_mean,forward_top5_std,forward_top5_min,forward_top5_max,forward_two_way_mean,forward_two_way_std,forward_two_way_min,forward_two_way_max,forward_normalized_two_way_mean,forward_normalized_two_way_std,forward_normalized_two_way_min,forward_normalized_two_way_max,forward_normalized_two_way_full_mean,forward_normalized_two_way_full_std,forward_normalized_two_way_full_min,forward_normalized_two_way_full_max,reverse_top1_mean,reverse_top1_std,reverse_top1_min,reverse_top1_max,reverse_top5_mean,reverse_top5_std,reverse_top5_min,reverse_top5_max,reverse_two_way_mean,reverse_two_way_std,reverse_two_way_min,reverse_two_way_max,reverse_normalized_two_way_mean,reverse_normalized_two_way_std,reverse_normalized_two_way_min,reverse_normalized_two_way_max,reverse_normalized_two_way_full_mean,reverse_normalized_two_way_full_std,reverse_normalized_two_way_full_min,reverse_normalized_two_way_full_max
eeg,meg,test,pair,shared-eeg-meg,True,1,1.5,0.0,1.5,1.5,7.0,0.0,7.0,7.0,65.19,0.0,65.19,65.19,0.9184,0.0,0.9184,0.9184,nan,0.0,nan,nan,1.5,0.0,1.5,1.5,6.0,0.0,6.0,6.0,65.1,0.0,65.1,65.1,0.875,0.0,0.875,0.875,nan,0.0,nan,nan
